#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NW_026260786.1       -         CD_10                -         hmm        6      111  1019598  1019490      -     -    6 0.51   0.0   27.7   0.00011 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_5, whole genome shotgun sequence
NW_026261229.1       -         CD_9                 -         hmm       71       94    10546    10523      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_448, whole genome shotgun sequence
NW_026261232.1       -         CD_9                 -         hmm       71       94     3530     3553      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_451, whole genome shotgun sequence
NW_026261232.1       -         CD_9                 -         hmm       71       94    13340    13363      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_451, whole genome shotgun sequence
NW_026261234.1       -         CD_9                 -         hmm       71       94     6345     6368      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_453, whole genome shotgun sequence
NW_026261239.1       -         CD_9                 -         hmm       71       94     5112     5089      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_458, whole genome shotgun sequence
NW_026261246.1       -         CD_9                 -         hmm       71       94     8787     8810      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_465, whole genome shotgun sequence
NW_026261247.1       -         CD_9                 -         hmm       71       94     8405     8382      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_466, whole genome shotgun sequence
NW_026261248.1       -         CD_9                 -         hmm       71       94     4584     4561      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_467, whole genome shotgun sequence
NW_026261251.1       -         CD_9                 -         hmm       71       94     6778     6755      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_470, whole genome shotgun sequence
NW_026261256.1       -         CD_9                 -         hmm       71       94     7131     7154      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_475, whole genome shotgun sequence
NW_026261260.1       -         CD_9                 -         hmm       71       94     6431     6454      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_479, whole genome shotgun sequence
NW_026261269.1       -         CD_9                 -         hmm       71       94     4717     4694      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_488, whole genome shotgun sequence
NW_026261270.1       -         CD_9                 -         hmm       71       94     1399     1422      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_489, whole genome shotgun sequence
NW_026261271.1       -         CD_9                 -         hmm       71       94     9346     9369      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_490, whole genome shotgun sequence
NW_026261277.1       -         CD_9                 -         hmm       71       94     2864     2887      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_496, whole genome shotgun sequence
NW_026261278.1       -         CD_9                 -         hmm       71       94     2773     2796      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_497, whole genome shotgun sequence
NW_026261282.1       -         CD_9                 -         hmm       71       94     5854     5877      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_501, whole genome shotgun sequence
NW_026261287.1       -         CD_9                 -         hmm       71       94     3590     3567      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_506, whole genome shotgun sequence
NW_026261290.1       -         CD_9                 -         hmm       71       94     2393     2416      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_509, whole genome shotgun sequence
NW_026261291.1       -         CD_9                 -         hmm       71       94     4415     4392      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_510, whole genome shotgun sequence
NW_026261293.1       -         CD_9                 -         hmm       71       94     2728     2705      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_512, whole genome shotgun sequence
NW_026261295.1       -         CD_9                 -         hmm       71       94     3749     3726      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_514, whole genome shotgun sequence
NW_026261296.1       -         CD_9                 -         hmm       71       94     3557     3534      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_515, whole genome shotgun sequence
NW_026261298.1       -         CD_9                 -         hmm       71       94     3986     3963      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_517, whole genome shotgun sequence
NW_026261299.1       -         CD_9                 -         hmm       71       94     6901     6924      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_518, whole genome shotgun sequence
NW_026261302.1       -         CD_9                 -         hmm       71       94     1284     1307      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_521, whole genome shotgun sequence
NW_026261303.1       -         CD_9                 -         hmm       71       94     2173     2196      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_522, whole genome shotgun sequence
NW_026261304.1       -         CD_9                 -         hmm       71       94     6024     6001      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_523, whole genome shotgun sequence
NW_026261305.1       -         CD_9                 -         hmm       71       94     3594     3571      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_524, whole genome shotgun sequence
NW_026261306.1       -         CD_9                 -         hmm       71       94     3551     3528      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_525, whole genome shotgun sequence
NW_026261309.1       -         CD_9                 -         hmm       71       94     4414     4391      -     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_528, whole genome shotgun sequence
NW_026261104.1       -         CD_9                 -         hmm       71       94     6614     6637      +     -    6 0.38   0.0   15.1       1.5 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_323, whole genome shotgun sequence
NW_026260819.1       -         CD_9                 -         hmm       58      102   341178   341218      +     -    6 0.37   0.1   14.4       2.4 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_38, whole genome shotgun sequence
NW_026261297.1       -         CD_9                 -         hmm       74       94     4582     4562      -     -    6 0.43   0.0   14.1         3 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_516, whole genome shotgun sequence
NW_026260787.1       -         CD_9                 -         hmm        5       91   222738   222662      -     -    6 0.35   0.1   13.9       3.6 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_6, whole genome shotgun sequence
NW_026260808.1       -         CD_9                 -         hmm       39      101   333370   333307      -     -    6 0.38   0.0   13.5       4.6 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_27, whole genome shotgun sequence
NW_026260809.1       -         CD_9                 -         hmm       11       75   372541   372600      +     -    6 0.40   0.0   13.4       5.1 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_28, whole genome shotgun sequence
NW_026261016.1       -         CD_9                 -         hmm       32       94    10147    10214      +     -    6 0.43   0.0   12.8       7.6 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_235, whole genome shotgun sequence
NW_026260784.1       -         CD_9                 -         hmm       33       94   442423   442489      +     -    6 0.43   0.0   12.8       7.7 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_3, whole genome shotgun sequence
NW_026260792.1       -         CD_9                 -         hmm       69      102  1099015  1099048      +     -    6 0.38   0.0   12.8       8.1 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_11, whole genome shotgun sequence
NW_026260790.1       -         HACA_11              -         hmm       19      105   203889   204000      +     -    6 0.43   0.0   16.8       0.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_9, whole genome shotgun sequence
NW_026260823.1       -         HACA_11              -         hmm       17      121   251892   251993      +     -    6 0.50   0.0   14.5         1 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_42, whole genome shotgun sequence
NW_026260792.1       -         HACA_14              -         hmm       32      142   123205   123331      +     -    6 0.47   0.0   20.1     0.012 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_11, whole genome shotgun sequence
NW_026260783.1       -         HACA_14              -         hmm       45      161   921955   922086      +     -    6 0.52   0.0   15.4      0.32 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_2, whole genome shotgun sequence
NW_026260804.1       -         HACA_14              -         hmm       78      218   435308   435451      +     -    6 0.46   0.0   12.5       2.6 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_23, whole genome shotgun sequence
NW_026260798.1       -         HACA_14              -         hmm       56      211   339346   339190      -     -    6 0.31   0.7   11.9       3.8 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_17, whole genome shotgun sequence
NW_026260788.1       -         HACA_16              -         hmm       17      106   833611   833698      +     -    6 0.59   0.0   36.7   1.1e-07 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_7, whole genome shotgun sequence
